trx_1420_k,sigma_trx_1420_k,tcold_k,baseline_offline_k,line_peak_est_k_q95,line_noise_offline_k_mad,line_sigma_total_k,tb_ref_line_k,tb_ref_line_sigma_k,eta_eff,eta_eff_sigma,eta_eff_ci95_lo,eta_eff_ci95_hi,assumptions
79.33348255022386,27.98813489309245,30.0,-79.2477221353738,0.05370761533503624,0.003622596381011196,27.988141961922672,80.0,30.0,0.000671345191687953,0.34985186510567107,-0.6850383104154273,0.6863810007988033,eta_eff = eta_ap*eta_bf; standard-field LO1420; profile-calibrated TA with hardware-response correction; line peak from center-window q95 over offline-median baseline; hardware_systematic_fraction=0.350181; Tb_ref assumed 80+/-30 K; calibration_source=calibration_results.npz; equipment_source=equipment_calibration_results.npz; standard_source=../../data/lab02/standard_combined_spectra/GAL-1420_combined.npz.
